Year,Month,Domestic Debt,External Debt,Total,Domestic Interest,Foreign Interest,Nominal GDP,Annual GDP growth (%),Date,Domestic Interest Rate (%),External Interest Rate (%),Debt-to-GDP Ratio (%),Domestic Debt Composition,External Debt Composition
2012,7,872160.52,767390.0,1639550.52,6815.19,698.1526121,4767191.0,4.6,2012-07-01,0.7814146414240349,0.09097754884739181,34.39238159326949,53.19509886160751,46.80490113839249
2012,8,901934.27,771760.0,1673694.27,18183.87,1686.45,4767191.0,4.6,2012-08-01,2.0160970266713556,0.21852000621955014,35.108605256219015,53.88883060464801,46.111169395352
2012,9,922196.19,802457.33,1724653.52,25209.18,2922.52,4767191.0,4.6,2012-09-01,2.733602705515407,0.36419631184626355,36.177562845709346,53.471388850323976,46.52861114967602
2012,10,929321.62,812307.84,1741629.46,36129.28,3683.09,4767191.0,4.6,2012-10-01,3.887704667841473,0.45341061831928153,36.533662276170595,53.35931903678295,46.64068096321706
2012,11,958438.68,824583.12,1783021.8,45835.69,4462.05,4767191.0,4.6,2012-11-01,4.782328901834387,0.5411279823433689,37.40193753512288,53.75361535119762,46.24638464880238
2012,12,971265.44,821972.82,1793238.26,53622.58,5528.77,4767191.0,4.6,2012-12-01,5.520898591841177,0.6726219974037585,37.61624528994118,54.162654325700146,45.837345674299854
2013,1,978335.91,833609.46,1811945.37,59307.55,6834.88,5311322.0,3.8,2013-01-01,6.062084545174264,0.8199139198828191,34.11477161429867,53.99367586893638,46.006324131063614
2013,2,943750.18,826267.68,1770017.86,71512.07,7427.72,5311322.0,3.8,2013-02-01,7.5774364355617925,0.8989483892193386,33.325372854441895,53.31868120245973,46.681318797540264
2013,3,981910.93,812700.17,1794611.1,78929.14,8732.27,5311322.0,3.8,2013-03-01,8.038319728246634,1.0744762118113005,33.78840710467187,54.71441305584257,45.28558694415743
2013,4,1065609.39,816796.56,1882405.95,87699.14,9485.34,5311322.0,3.8,2013-04-01,8.229951877582462,1.1612854980682092,35.4413825785746,56.60890468392324,43.39109531607675
2013,5,1074797.69,832238.14,1907035.82,101275.29,10299.86,5311322.0,3.8,2013-05-01,9.422730523360167,1.2376097062795033,35.90510648761269,56.359596328924745,43.64040419544925
2013,6,1050628.57,843562.27,1894190.84,94513.54,11335.23,5311322.0,3.8,2013-06-01,8.995904232834635,1.3437336404341553,35.663265002573745,55.46582465787871,44.53417534212128
2013,7,1078604.0,875230.0,1953834.0,3315.2,504.2940934,5311322.0,3.8,2013-07-01,0.30736025455125326,0.05761846524913451,36.78620878191908,55.20448513026184,44.79551486973817
2013,8,1116676.22,887560.0,2004236.22,14654.6,809.3578708,5311322.0,3.8,2013-08-01,1.3123410114348097,0.09118908815178692,37.735166875591425,55.715798809383855,44.284201190616145
2013,9,1168115.36,889313.51,2057428.87,28377.45,2913.05,5311322.0,3.8,2013-09-01,2.4293362600762305,0.32756164920962466,38.73666236014311,56.77549183024734,43.22450816975267
2013,10,1174782.27,887991.23,2062773.5,40650.43,3480.51,5311322.0,3.8,2013-10-01,3.4602522559350506,0.3919531953035167,38.83728947331757,56.95158823787489,43.04841176212511
2013,11,1170053.22,912234.31,2082287.54,50945.13,4016.0,5311322.0,3.8,2013-11-01,4.354086560267746,0.44023777180667534,39.20469404792254,56.19076124328151,43.809238276477416
2013,12,1189182.59,922369.15,2111551.74,60096.26,5019.9,5311322.0,3.8,2013-12-01,5.053577180271366,0.5442397981328841,39.755671751778564,56.31794700896129,43.68205299103871
2014,1,1200901.86,920500.71,2121402.56,64918.71,5688.91,6003835.0,5.0,2014-01-01,5.4058297486524,0.6180234233605317,35.334124938476826,56.6088625819326,43.39113788945366
2014,2,1229416.28,937328.35,2166744.63,75748.55,6040.25,6003835.0,5.0,2014-02-01,6.16134268207348,0.6444113207500872,36.089343394680235,56.740248157439765,43.25975184256024
2014,3,1231183.1,940402.99,2171586.09,82561.9,8192.83,6003835.0,5.0,2014-03-01,6.705899390594299,0.8712041632279369,36.16998285262669,56.69510896526327,43.304891034736734
2014,4,1216759.23,950981.15,2167740.39,89273.47,8759.89,6003835.0,5.0,2014-04-01,7.336987285479643,0.9211423380999718,36.10592879384594,56.13030211611271,43.86969742257743
2014,5,1232041.55,957893.23,2189934.78,108703.69,9479.74,6003835.0,5.0,2014-05-01,8.823053897817001,0.989644743600495,36.47559901296421,56.259280470443976,43.74071952955604
2014,6,1284327.25,1085928.57,2370255.82,119193.05,14934.32,6003835.0,5.0,2014-06-01,9.280582499514823,1.3752580429852765,39.47902998666685,54.18517440872691,45.8148255912731
2014,7,1296444.73,1089655.77,2386100.5,4509.05,462.6764361,6003835.0,5.0,2014-07-01,0.34780117467869226,0.04246078888748508,39.7429393046278,54.33319887406252,45.66680112593749
2014,8,1281093.66,1090984.32,2372077.98,18657.0,1051.22,6003835.0,5.0,2014-08-01,1.4563338015426601,0.09635518867952199,39.50937992133362,54.00723208939362,45.99276791060638
2014,9,1260874.56,1087827.67,2348702.23,34672.73,3848.46,6003835.0,5.0,2014-09-01,2.7498952790355293,0.3537747849344557,39.120032945608926,53.68388312042433,46.31611687957566
2014,10,1254913.42,1088832.15,2343745.57,39569.1,4179.79,6003835.0,5.0,2014-10-01,3.1531338632110573,0.38387826810587844,39.03747471407858,53.54307379021521,46.4569262097848
2014,11,1303363.31,1088951.54,2392314.85,51230.69,5164.95,6003835.0,5.0,2014-11-01,3.9306530732401854,0.4743048529046572,39.84644564682407,54.48126152792974,45.51873847207026
2014,12,1307748.71,1170696.28,2478444.99,56110.24,11375.15,6003835.0,5.0,2014-12-01,4.290598000284015,0.9716567989777843,41.28103104099297,52.76488747083307,47.235112529166926
2015,1,1334642.8,1163350.79,2497993.59,61630.83,12806.62,6884317.0,5.0,2015-01-01,4.617777131079567,1.1008390684979894,36.2852784088821,53.428591864401064,46.57140813559894
2015,2,1353302.65,1296748.46,2650051.11,72382.34,18914.55,6884317.0,5.0,2015-02-01,5.348570033465907,1.458613646628121,38.49403085302434,51.06703960890777,48.93296039109224
2015,3,1397125.72,1278107.87,2675233.59,85699.5,21303.29,6884317.0,5.0,2015-03-01,6.1339862814922625,1.666783414767644,38.85982574596725,52.22443846482954,47.775561535170475
2015,4,1415431.51,1326835.19,2742266.71,97735.57,21303.29,6884317.0,5.0,2015-04-01,6.905001712163382,1.6055716761627346,39.83353337738515,51.61538463193466,48.38461500340351
2015,5,1407811.19,1381156.98,2788968.18,109786.1,21309.01,6884317.0,5.0,2015-05-01,7.798353982397313,1.5428376577440168,40.511908152980176,50.47785055762092,49.522149083823535
2015,6,1420444.38,1408613.59,2829057.97,139727.92,29289.05,6884317.0,5.0,2015-06-01,9.836915965692372,2.079282083314275,41.09424319071885,50.20909416006063,49.79090583993936
2015,7,1418568.23,1473143.7,2891711.93,6722.04,1973.01,6884317.0,5.0,2015-07-01,0.4738608871848201,0.13393194431744845,42.004340154586146,49.05634670186528,50.943653298134706
2015,8,1403100.2,1530678.61,2933778.82,19393.26,2454.2,6884317.0,5.0,2015-08-01,1.3821721356749859,0.16033411481460497,42.61539409065561,47.82569805313408,52.1743016060086
2015,9,1388262.31,1550232.74,2938495.05,37395.18,5635.86,6884317.0,5.0,2015-09-01,2.693668172839757,0.36354928228389755,42.683900959238215,47.24399008261049,52.75600991738953
2015,10,1454245.39,1490713.76,2944959.15,51557.36,5635.86,6884317.0,5.0,2015-10-01,3.545299875421988,0.3780645319863419,42.77779698407264,49.380834026169765,50.619165973830235
2015,11,1516373.47,1562515.56,3078889.04,67275.85,5990.23,6884317.0,5.0,2015-11-01,4.43662800299454,0.3833709022392071,44.723231658274884,49.25066965063476,50.74933002457276
2015,12,1540579.13,1615184.2,3155763.33,85715.0,15067.0,6884317.0,5.0,2015-12-01,5.5638167706452055,0.9328347813209169,45.839889853997136,48.81795524254349,51.18204475745651
2016,1,1522769.88,1654744.49,3177514.38,92686.07,17374.18,7594064.0,4.2,2016-01-01,6.086676077412301,1.049961495868163,41.8420806040086,47.923304126793596,52.076695558495004
2016,2,1605227.98,1646555.21,3251783.19,105146.71,17937.31,7594064.0,4.2,2016-02-01,6.5502664612163075,1.0893840601919447,42.82006564600983,49.36454511901207,50.63545488098793
2016,3,1646527.48,1665578.04,3312105.52,122586.88,19403.84,7594064.0,4.2,2016-03-01,7.445176681776365,1.1649913443863609,43.61440093209644,49.712410128769086,50.28758987123092
2016,4,1689039.25,1685269.16,3374308.41,137820.73,20253.97,7594064.0,4.2,2016-04-01,8.159711504631998,1.2018240457209817,44.43349977034695,50.05586463271743,49.94413536728256
2016,5,1750326.78,1680631.83,3430958.61,153792.91,21524.14,7594064.0,4.2,2016-05-01,8.78652556524331,1.280717145527346,45.17947978842422,51.01567751060687,48.984322489393136
2016,6,1815470.5,1803256.3,3618726.8,172857.04,30510.02,7594064.0,4.2,2016-06-01,9.52133565376028,1.6919402971169433,47.65204507099229,50.168763776254124,49.831236223745876
2016,7,1808641.64,1797696.38,3606338.02,8643.42,7030.99,7594064.0,4.2,2016-07-01,0.47789566539007694,0.39111109518950027,47.488907388718346,50.15175033426289,49.8482496657371
2016,8,1815930.73,1803260.48,3619191.22,26556.32,7774.3,7594064.0,4.2,2016-08-01,1.4624082054055,0.4311246259885871,47.658160637044936,50.175042422875904,49.824957300819264
2016,9,1854554.56,1849019.87,3703574.43,36110.38,9422.97,7594064.0,4.2,2016-09-01,1.947118773361944,0.5096197262607026,48.76933391659591,50.07472092305163,49.92527907694838
2016,10,1872102.82,1844474.96,3716577.78,59154.68,10676.13,7594064.0,4.2,2016-10-01,3.1597986696051232,0.5788167490221716,48.94056436711621,50.37168413572123,49.628315864278775
2016,11,1918656.99,1834914.33,3753571.32,76925.2,14818.71,7594064.0,4.2,2016-11-01,4.0093252937305905,0.807596832054824,49.427701952472354,51.115506445205895,48.884493554794105
2016,12,1930855.01,1896443.05,3827298.06,100088.42,25447.95,7594064.0,4.2,2016-12-01,5.183632094674991,1.3418778908230333,50.39854891926115,50.4495594471678,49.5504405528322
2017,1,1894094.99,1992795.15,3886890.14,110412.62,34805.51,8483396.0,3.8,2017-01-01,5.829307430880222,1.7465673779866435,45.81761997200178,48.73034538609316,51.26965461390684
2017,2,1901820.24,1993173.8,3894994.04,125425.29,35589.51,8483396.0,3.8,2017-02-01,6.595012891439203,1.785569828381248,45.91314657479151,48.82729525306282,51.17270474693717
2017,3,1945253.27,2159068.94,4104322.21,145791.96,37279.89,8483396.0,3.8,2017-03-01,7.494754654749918,1.7266651059321896,48.38065097986702,47.39523776326518,52.604762236734814
2017,4,1979865.65,2167254.83,4147120.48,164125.52,38508.27,8483396.0,3.8,2017-04-01,8.289730164266448,1.7768224330131033,48.88514552426882,47.740731419502914,52.259268580497086
2017,5,2045471.63,2187224.33,4232695.96,188577.71,44322.0,8483396.0,3.8,2017-05-01,9.21927770760624,2.0264039400110367,49.893886363432756,48.3255033985479,51.67449660145209
2017,6,2111710.44,2294735.88,4406446.32,212865.24,53520.42,8483396.0,3.8,2017-06-01,10.080228613161566,2.332312858593556,51.9420090727817,47.923208105709996,52.07679189429
2017,7,2123788.59,2305538.33,4429326.92,11708.84,7102.48,8483396.0,3.8,2017-07-01,0.5513185283663287,0.30806167512296356,52.2117194576323,47.948336809602665,52.051663190397335
2017,8,2135933.94,2309775.39,4445709.33,29524.29,7763.86,8483396.0,3.8,2017-08-01,1.3822660639027067,0.3361305187341181,52.4048309191272,48.04484012453419,51.95515987546582
2017,9,2172835.15,2310198.99,4483034.13,49871.41,12246.58,8483396.0,3.8,2017-09-01,2.2952229026670525,0.5301093132241391,52.84480566508978,48.467959131955126,51.53204109110809
2017,10,2188509.46,2353124.93,4541634.39,70241.95,19427.91,8483396.0,3.8,2017-10-01,3.2095794550506533,0.8256216978670995,53.53556983547626,48.18770671674432,51.812293283255684
2017,11,2228429.02,2357226.48,4585655.5,89408.82,25130.6,8483396.0,3.8,2017-11-01,4.012190614893356,1.0661088450016054,54.05447889029347,48.5956483211615,51.4043516788385
2017,12,2220345.35,2349284.44,4569629.79,114630.26,41279.05,8483396.0,3.8,2017-12-01,5.162722096362171,1.7570903419425874,53.865572112866126,48.58917356629015,51.41082643370986
2018,1,2247295.02,2377522.47,4624817.49,125890.99,50339.41,9340307.0,5.6,2018-01-01,5.601889777693718,2.1173053308724357,49.51461970147234,48.59208011687397,51.40791988312603
2018,2,2338213.71,2563074.05,4901287.76,140772.99,51063.26,9340307.0,5.6,2018-02-01,6.020535650695504,1.9922662788459042,52.474589539722835,47.70610958781983,52.29389041218017
2018,3,2371650.53,2512430.94,4884081.46,164585.41,55594.79,9340307.0,5.6,2018-03-01,6.939699079526697,2.2127887821664864,52.29037396736531,48.55878325174371,51.44121695300308
2018,4,2415234.64,2562178.53,4977413.17,189922.8,62785.04,9340307.0,5.6,2018-04-01,7.863534120229411,2.4504553162421514,53.289609966781605,48.523892984355165,51.476107015644835
2018,5,2447575.21,2573126.24,5020701.44,214077.0,66456.0,9340307.0,5.6,2018-05-01,8.746493228291849,2.5826948933527643,53.75306657479246,48.74966654061787,51.25033365855748
2018,6,2478835.09,2560199.43,5039034.52,239469.9,84420.24,9340307.0,5.6,2018-06-01,9.660582140621546,3.297408749130141,53.94934577632191,49.19265943032278,50.80734056967723
2018,7,2513046.5,2601071.15,5114117.65,17311.96,10462.31,9340307.0,5.6,2018-07-01,0.6888833931246398,0.4022308270959831,54.75320725539321,49.1393955318959,50.860604468104086
2018,8,2493706.78,2611403.1,5105109.88,34002.41,19076.9,9340307.0,5.6,2018-08-01,1.3635287946724837,0.7305229897291613,54.65676749168951,48.847269473463314,51.152730526536686
2018,9,2540833.74,2605334.58,5146168.32,61118.92,22979.46,9340307.0,5.6,2018-09-01,2.405467112539209,0.8820156987284142,55.09635090152819,49.373311986810414,50.62668801318959
2018,10,2535751.89,2654689.44,5190441.33,82890.1,32384.41,9340307.0,5.6,2018-10-01,3.268856875425616,1.2198944822713425,55.57035041781817,48.85426361230058,51.14573638769942
2018,11,2563418.63,2709008.39,5272427.03,105505.46,32384.41,9340307.0,5.6,2018-11-01,4.11581076790411,1.1954340975666007,56.44811278687093,48.619328734455706,51.38067107587831
2018,12,2548768.78,2723734.27,5272503.04,131525.06,46099.34,9340307.0,5.6,2018-12-01,5.160337062822937,1.6925050474912884,56.44892657168549,48.34077402447547,51.659226165187754
2019,1,2604189.4,2729478.57,5333667.97,146765.11,52475.36,10237727.0,5.1,2019-01-01,5.635731026322432,1.9225415644131618,52.09816563774361,48.82548772528861,51.17451227471139
2019,2,2690972.03,2707287.17,5398259.2,165625.12,61122.26,10237727.0,5.1,2019-02-01,6.154843608686635,2.257694000005179,52.7290794138191,49.84888517394644,50.15111482605356
2019,3,2702933.27,2721597.46,5424530.74,193339.39,80049.95,10237727.0,5.1,2019-03-01,7.152947212788573,2.9412854463789806,52.98569438313798,49.82796484254046,50.17203497311179
2019,4,2740905.64,2842481.02,5583386.66,220088.71,86272.48,10237727.0,5.1,2019-04-01,8.029780623896267,3.0351119107912283,54.537366155592935,49.09037841917973,50.909621580820264
2019,5,2772613.71,2834844.04,5607457.75,245956.0,90450.5,10237727.0,5.1,2019-05-01,8.870907588493457,3.1906693533659087,54.772487584402285,49.44511102201349,50.5548889779865
2019,6,2785483.13,3023139.47,5808622.6,264832.3803,103717.57,10237727.0,5.1,2019-06-01,9.507592325644422,3.4307901117112536,56.7374242348912,47.95427972889821,52.0457202711018
2019,7,2843666.89,3160057.46,6003724.35,28746.19775,15116.62422,10237727.0,5.1,2019-07-01,1.0108848491041087,0.4783654857972107,58.643137778532285,47.36504749755875,52.63495250244126
2019,8,2875502.65,3133543.34,6009045.99,50369.80396,25533.56327,10237727.0,5.1,2019-08-01,1.751686925414588,0.8148463416497695,58.69511845744666,47.852898027162546,52.14710197283745
2019,9,2851639.21,3111767.28,5963406.49,76250.00787,34162.85605,10237727.0,5.1,2019-09-01,2.6739009480094786,1.0978602503333734,58.2493212604712,47.81896412364135,52.18103587635864
2019,10,2897141.36,3127601.26,6024742.62,97810.97336,40481.85814,10237727.0,5.1,2019-10-01,3.3761201545236306,1.2943420460189992,58.848439892956705,48.08738800529872,51.91261199470127
2019,11,2917362.29,3114959.69,6032321.98,126431.7125,52404.39128,10237727.0,5.1,2019-11-01,4.333767970244107,1.6823457282042713,58.9224735138962,48.36217794196721,51.63782205803278
2019,12,2942103.54,3106822.96,6048926.5,147163.9239,61511.53786,10237727.0,5.1,2019-12-01,5.001996765212416,1.9798855181629014,59.08466303115917,48.638440886990445,51.361559113009555
2020,1,3003700.3,3112897.95,6116598.25,171465.8846,76608.22743,10715070.0,-0.3,2020-01-01,5.708488446733517,2.4609938603994386,57.084071779279085,49.10736617367341,50.892633826326595
2020,2,3040964.55,3117038.57,6158003.12,195971.5544,86770.91482,10715070.0,-0.3,2020-02-01,6.444387995249731,2.783761344987143,57.470488946875754,49.38231583747557,50.61768416252443
2020,3,3070189.38,3212634.23,6282823.61,223268.616,94548.34935,10715070.0,-0.3,2020-03-01,7.272144756099704,2.943016309391686,58.63539491575883,48.86639464321998,51.13360535678002
2020,4,3119415.8,3317330.98,6436746.77,255057.0,100598.7199,10715070.0,-0.3,2020-04-01,8.176434831162938,3.0325198331581613,60.07190592315309,48.46261491191147,51.53738524344652
2020,5,3153143.94,3496428.84,6649572.77,285611.0947,112453.3165,10715070.0,-0.3,2020-05-01,9.05797832686319,3.216233524146311,62.058136531072584,47.4187447684703,52.58125538191531
2020,6,3178421.28,3515810.78,6694232.06,315361.9427,121840.0895,10715070.0,-0.3,2020-06-01,9.921968012371224,3.4654905261994795,62.474926062078914,47.47999847498564,52.52000152501436
2020,7,3273551.44,3638506.49,6912057.93,27700.76436,15028.66851,10715070.0,-0.3,2020-07-01,0.8461991469423802,0.41304498291550384,64.5078187076706,47.36001163693951,52.639988363060496
2020,8,3402500.73,3666321.29,7068822.02,56781.03113,30339.04173,10715070.0,-0.3,2020-08-01,1.66880290808931,0.8275063566510288,65.9708431209502,48.13391425577299,51.86608574422702
2020,9,3457106.5,3663491.22,7120597.72,81168.50518,34133.51785,10715070.0,-0.3,2020-09-01,2.3478740148734207,0.9317210223858541,66.45404761704776,48.55079076142501,51.44920923857499
2020,10,3457644.63,3705644.24,7163288.87,115684.6646,38127.69255,10715070.0,-0.3,2020-10-01,3.3457650215487877,1.0289086075354064,66.85246918592226,48.26895428551941,51.731045714480594
2020,11,3482653.56,3771808.47,7254462.03,154618.9023,51705.88355,10715070.0,-0.3,2020-11-01,4.439686567618284,1.3708512497719694,67.70335639431194,48.007054769849006,51.992945230151
2020,12,3488541.18,3793285.24,7281826.42,186745.8586,61063.53013,10715070.0,-0.3,2020-12-01,5.35312180548776,1.6097795516690434,67.95873867366242,47.907502579552016,52.09249742044799
2021,1,3532561.52,3819699.66,7352261.18,218187.7371,62842.31718,12027662.0,7.6,2021-01-01,6.176473809860218,1.6452161890655035,61.12793309289868,48.04728006139739,51.95271993860262
2021,2,3531182.93,3814288.77,7345471.7,255863.1946,70258.31622,12027662.0,7.6,2021-02-01,7.245821008768866,1.8419768522140496,61.07148421696586,48.0729226688056,51.927077331194404
2021,3,3569840.57,3769866.74,7339707.31,286105.5079,80182.53566,12027662.0,7.6,2021-03-01,8.014517799600222,2.1269328915323937,61.023558111293774,48.637369573801166,51.36263042619884
2021,4,3632914.8,3778131.44,7411046.24,318487.946,82974.49141,12027662.0,7.6,2021-04-01,8.766733147719291,2.196177997714129,61.616681945335685,49.020268965424776,50.97973103457522
2021,5,3686891.72,3799018.81,7485910.53,360115.3432,97363.63141,12027662.0,7.6,2021-05-01,9.767451027826768,2.5628625779296943,62.23911621394084,49.25107914694781,50.74892085305219
2021,6,3697093.18,4015299.38,7712392.57,388829.5636,106312.3184,12027662.0,7.6,2021-06-01,10.517169697086185,2.6476809906015033,64.1221258961218,47.93704607803698,52.06295379230157
2021,7,3792146.89,4020629.3,7812776.19,38980.53485,11777.99604,12027662.0,7.6,2021-07-01,1.0279278725408232,0.2929391187593445,64.9567321562578,48.53776426942546,51.462235730574534
2021,8,3864875.78,4054862.85,7919738.63,74051.20193,26862.78276,12027662.0,7.6,2021-08-01,1.9160047086946737,0.6624831407059797,65.84603582973982,48.80054709583263,51.19945290416737
2021,9,3937777.45,4062504.78,8000282.23,101141.5105,30018.59318,12027662.0,7.6,2021-09-01,2.5684922976030555,0.7389183473157661,66.5156888346214,49.22048168793165,50.77951831206834
2021,10,3959523.3,4083124.54,8042647.84,141843.9595,33760.37111,12027662.0,7.6,2021-10-01,3.582349408071421,0.8268268768015584,66.8679236247244,49.23158863561531,50.76841136438469
2021,11,4008077.3,4109282.85,8117360.15,189410.3698,47825.06113,12027662.0,7.6,2021-11-01,4.72571648755377,1.163829867053323,67.48909430610871,49.37661044890314,50.62338955109686
2021,12,4032368.18,4174371.53,8206739.71,217281.8735,57296.14426,12027662.0,7.6,2021-12-01,5.3884433117414385,1.3725693520145295,68.23221096502378,49.13483700581507,50.86516299418493
